subjects,verbs,objects,sentences,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,بیڈ روم,بڑی بہن بیڈ روم میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,ٹی وی روم,بڑی بہن ٹی وی روم میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,ہسپتال,بڑی بہن ہسپتال میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,بازار,بڑی بہن بازار میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,کتا,بڑی بہن کتے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,بلی,بڑی بہن بلی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,پپی,بڑی بہن پپی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,کبوتر,بڑی بہن کبوتر کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,طوطا,بڑی بہن طوطے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,کوا,بڑی بہن کوے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,چوزہ,بڑی بہن چوزے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,تتلی,بڑی بہن تتلی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,کوکروچ,بڑی بہن کوکروچ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,چوہا,بڑی بہن چوہے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,کیڑے,بڑی بہن کیڑے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,چھپکلی,بڑی بہن چھپکلی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,چیونٹی,بڑی بہن چیونٹی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,کتاب,بڑی بہن کتاب پہ ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,سٹوری بک,بڑی بہن سٹوری بک پہ ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,شرٹ,بڑی بہن شرٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,ٹی شرٹ,بڑی بہن ٹی شرٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,پینٹ,بڑی بہن پینٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,شلوار  قمیض ,بڑی بہن شلوار  قمیض  کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,قمیص,بڑی بہن قمیص کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,جیکٹ,بڑی بہن جیکٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,جوتا,بڑی بہن جوتے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,شوز,بڑی بہن شوز کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,سکارف,بڑی بہن سکارف کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,ٹوپی,بڑی بہن ٹوپی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,سکرٹ,بڑی بہن سکرٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,ٹائی,بڑی بہن ٹائی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,یونیفارم,بڑی بہن یونیفارم کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,موزے,بڑی بہن جرابوں کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,گلفز,بڑی بہن گلفز کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,بینگلز,بڑی بہن بینگلز کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,ڈرائنگ کرنا,بنیان,بڑی بہن بنیان کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,دوپہر,لڑکی دوپہر کےوقت ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,شام,لڑکی شام کےوقت ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,رات,لڑکی رات کےوقت ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,گھر,لڑکی گھر میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,سکول,لڑکی سکول میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,بس سٹاپ,لڑکی بس سٹاپ پہ ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,سٹیشن,لڑکی سٹیشن پہ ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,چڑیاگھر,لڑکی چڑیاگھر میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,پارک,لڑکی پارک میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,کیچن,لڑکی کیچن میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,بیڈ روم,لڑکی بیڈ روم میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,ٹی وی روم,لڑکی ٹی وی روم میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,ہسپتال,لڑکی ہسپتال میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,بازار,لڑکی بازار میں ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,کتا,لڑکی کتے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,بلی,لڑکی بلی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,پپی,لڑکی پپی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,کبوتر,لڑکی کبوتر کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,طوطا,لڑکی طوطے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,کوا,لڑکی کوے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,چوزہ,لڑکی چوزے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,تتلی,لڑکی تتلی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,کوکروچ,لڑکی کوکروچ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,چوہا,لڑکی چوہے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,کیڑے,لڑکی کیڑے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,چھپکلی,لڑکی چھپکلی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,چیونٹی,لڑکی چیونٹی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,کتاب,لڑکی کتاب پہ ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,سٹوری بک,لڑکی سٹوری بک پہ ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,شرٹ,لڑکی شرٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,ٹی شرٹ,لڑکی ٹی شرٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,پینٹ,لڑکی پینٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,شلوار  قمیض ,لڑکی شلوار  قمیض  کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,قمیص,لڑکی قمیص کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,جیکٹ,لڑکی جیکٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,جوتا,لڑکی جوتے کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,شوز,لڑکی شوز کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,سکارف,لڑکی سکارف کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,ٹوپی,لڑکی ٹوپی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,سکرٹ,لڑکی سکرٹ کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,ٹائی,لڑکی ٹائی کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,یونیفارم,لڑکی یونیفارم کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,موزے,لڑکی جرابوں کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,گلفز,لڑکی گلفز کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,بینگلز,لڑکی بینگلز کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,ڈرائنگ کرنا,بنیان,لڑکی بنیان کی ڈرائنگ کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
ماما,پینٹگ کرنا,پسند,ماما پینٹنگ کرنا پسند کرتی ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,پسند,بابا پینٹنگ کرنا پسند کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
داداجان,پینٹگ کرنا,پسند,داداجان پینٹنگ کرنا پسند کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,پینٹگ کرنا,پسند,دادی جان پینٹنگ کرنا پسند کرتی ہیں,,,,,,,,,,,,,,,,,,,,,,
ناناجان,پینٹگ کرنا,پسند,ناناجان پینٹنگ کرنا پسند کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,پینٹگ کرنا,پسند,نانی جان پینٹنگ کرنا پسند کرتی ہیں,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,پینٹگ کرنا,پسند,چھوٹا بھائی پینٹنگ کرنا پسند کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,پینٹگ کرنا,پسند,بڑا بھائی پینٹنگ کرنا پسند کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,پینٹگ کرنا,پسند,بڑی بہن پینٹنگ کرنا پسند کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹی بہن,پینٹگ کرنا,پسند,چھوٹی بہن پینٹنگ کرنا پسند کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,پینٹگ کرنا,پسند,لڑکا پینٹنگ کرنا پسند کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,پینٹگ کرنا,پسند,لڑکی پینٹنگ کرنا پسند کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بچہ,پینٹگ کرنا,پسند,بچہ پینٹنگ کرنا پسند کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
ڈاکٹر,پینٹگ کرنا,پسند,ڈاکٹر پینٹنگ کرنا پسند کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
ٹیچر,پینٹگ کرنا,پسند,ٹیچر پینٹنگ کرنا پسند کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
دوست,پینٹگ کرنا,پسند,دوست پینٹنگ کرنا پسند کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
ماما,پینٹگ کرنا,پسند نہیں,ماما پینٹنگ کرنا پسند نہیں کرتی ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,پسند نہیں,بابا پینٹنگ کرنا پسند نہیں کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
داداجان,پینٹگ کرنا,پسند نہیں,داداجان پینٹنگ کرنا پسند نہیں کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
دادی جان,پینٹگ کرنا,پسند نہیں,دادی جان پینٹنگ کرنا پسند نہیں کرتی ہیں,,,,,,,,,,,,,,,,,,,,,,
ناناجان,پینٹگ کرنا,پسند نہیں,ناناجان پینٹنگ کرنا پسند نہیں کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
نانی جان,پینٹگ کرنا,پسند نہیں,نانی جان پینٹنگ کرنا پسند نہیں کرتی ہیں,,,,,,,,,,,,,,,,,,,,,,
چھوٹا بھائی,پینٹگ کرنا,پسند نہیں,چھوٹا بھائی پینٹنگ کرنا پسند نہیں کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑا بھائی,پینٹگ کرنا,پسند نہیں,بڑا بھائی پینٹنگ کرنا پسند نہیں کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
بڑی بہن,پینٹگ کرنا,پسند نہیں,بڑی بہن پینٹنگ کرنا پسند نہیں کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
چھوٹی بہن,پینٹگ کرنا,پسند نہیں,چھوٹی بہن پینٹنگ کرنا پسند نہیں کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکا,پینٹگ کرنا,پسند نہیں,لڑکا پینٹنگ کرنا پسند نہیں کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
لڑکی,پینٹگ کرنا,پسند نہیں,لڑکی پینٹنگ کرنا پسند نہیں کرتی ہے,,,,,,,,,,,,,,,,,,,,,,
بچہ,پینٹگ کرنا,پسند نہیں,بچہ پینٹنگ کرنا پسند نہیں کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
ڈاکٹر,پینٹگ کرنا,پسند نہیں,ڈاکٹر پینٹنگ کرنا پسند نہیں کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
ٹیچر,پینٹگ کرنا,پسند نہیں,ٹیچر پینٹنگ کرنا پسند نہیں کرتا ہے,,,,,,,,,,,,,,,,,,,,,,
دوست,پینٹگ کرنا,پسند نہیں,دوست پینٹنگ کرنا پسند نہیں کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,,میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,صبح,میں صبح کےوقت پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,دوپہر,میں دوپہر کےوقت پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,شام,میں شام کےوقت پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,رات,میں رات کےوقت پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,گھر,میں گھر میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,سکول,میں سکول میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,بس سٹاپ,میں بس سٹاپ پہ پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,سٹیشن,میں سٹیشن پہ پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,چڑیاگھر,میں چڑیاگھر میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,پارک,میں پارک میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,کیچن,میں کیچن میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,بیڈ روم,میں بیڈ روم میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,ٹی وی روم,میں ٹی وی روم میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,ہسپتال,میں ہسپتال میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,بازار,میں بازار میں پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,کتا,میں کتے کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,بلی,میں بلی کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,پپی,میں پپی کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,کبوتر,میں کبوتر کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,طوطا,میں طوطے کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,کوا,میں کوے کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,چوزہ,میں چوزے کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,تتلی,میں تتلی کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,کوکروچ,میں کوکروچ کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,چوہا,میں چوہا کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,کیڑے,میں کیڑے کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,چھپکلی,میں چھپکلی کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,چیونٹی,میں چیونٹی کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,کتاب,میں کتاب کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,سٹوری بک,میں سٹوری بک کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,شرٹ,میں شرٹ کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,ٹی شرٹ,میں ٹی شرٹ کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,پینٹ,میں پینٹ کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,شلوار  قمیض ,میں شلوار  قمیض  کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,قمیص,میں قمیص کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,جیکٹ,میں جیکٹ کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,جوتا,میں جوتے کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,شوز,میں شوز کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,سکارف,میں سکارف کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,ٹوپی,میں ٹوپی کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,سکرٹ,میں سکرٹ کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,ٹائی,میں ٹائی کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,یونیفارم,میں یونیفارم کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,موزے,میں جرابوں کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,گلفز,میں گلفز کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,بینگلز,میں بینگلز کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
میں,پینٹگ کرنا,بنیان,میں بنیان کی پینٹنگ کرتا ہوں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,صبح,بابا صبح کےوقت پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,دوپہر,بابا دوپہر کےوقت پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,شام,بابا شام کےوقت پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,رات,بابا رات کےوقت پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,گھر,بابا گھر میں پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,سکول,بابا سکول میں پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,سٹیشن,بابا سٹیشن پہ پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,چڑیاگھر,بابا چڑیاگھر بابا پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,پارک,بابا پارک میں پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,کیچن,بابا کیچن میں پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,بیڈ روم,بابا بیڈ روم میں پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,ٹی وی روم,بابا ٹی وی روم میں پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,ہسپتال,بابا ہسپتال میں پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,کتا,بابا کتے کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,پپی,بابا پپی کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,کبوتر,بابا کبوتر کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,طوطا,بابا طوطے کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,کوا,بابا کوے کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,چوزہ,بابا چوزے کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,تتلی,بابا تتلی کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,کوکروچ,بابا کوکروچ کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,چوہا,بابا چوہا کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,کیڑے,بابا کیڑے کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,چھپکلی,بابا چھپکلی کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,چیونٹی,بابا چیونٹی کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,کتاب,بابا کتاب کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,سٹوری بک,بابا سٹوری بک کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,شرٹ,بابا شرٹ کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
بابا,پینٹگ کرنا,ٹی شرٹ,بابا ٹی شرٹ کی پینٹنگ کرتے ہیں,,,,,,,,,,,,,,,,,,,,,,
